Release Date;Movie;Production Budget;Domestic Gross;Worldwide Gross
1/9/2015;Selma;20000000;52076908;66776908
12/12/1980;Popeye;20000000;49823037;49823037
2/17/2006;Date Movie;20000000;48548426;85146165
2/15/2002;Peter Pan: Return to Neverland;20000000;48430258;109862682
2/14/2003;The Jungle Book 2;20000000;47901582;140122225
3/16/2007;Premonition;20000000;47852604;81461343
2/4/2005;Boogeyman;20000000;46752382;67192859
2/11/2000;The Tigger Movie;20000000;45542421;96147688
11/6/2015;Spotlight;20000000;45055776;92217729
10/20/2017;Tyler Perry’s Boo 2! A Madea Halloween;20000000;42958423;42958423
6/26/2015;Max;20000000;42656255;43658157
3/21/2008;Meet the Browns;20000000;41975388;41975388
7/24/2009;Orphan;20000000;41596251;78769428
1/26/2007;Epic Movie;20000000;39739367;86858578
9/19/2008;Lakeview Terrace;20000000;39263506;44821299
10/13/2006;The Grudge 2;20000000;39143839;70743839
7/27/2016;Nerve;20000000;38583626;61680792
5/14/1982;Conan the Barbarian;20000000;38264085;79114085
8/14/1998;How Stella Got Her Groove Back;20000000;37672944;37672944
7/19/1991;Bill & Ted's Bogus Journey;20000000;37537675;37537675
10/13/2006;Man of the Year;20000000;37442180;41342180
2/19/2016;Risen;20000000;36880033;46164361
8/18/2010;Vampires Suck;20000000;36661504;81424988
12/21/1979;The Black Hole;20000000;35841901;35841901
9/1/2010;The American;20000000;35606376;67950723
3/21/1997;Selena;20000000;35450113;35450113
11/4/2011;A Very Harold & Kumar 3D Christmas;20000000;35061031;36265745
3/19/2004;Eternal Sunshine of the Spotless Mind;20000000;34366518;72625689
1/4/2013;Texas Chainsaw 3D;20000000;34341945;47666013
10/27/2006;Babel;20000000;34302837;132121212
9/19/2014;This is Where I Leave You;20000000;34296320;41296320
12/12/2008;Doubt;20000000;33446470;53191101
10/15/2004;Team America: World Police;20000000;32774834;50948811
10/27/1995;Copycat;20000000;32051917;32051917
4/12/2013;Scary Movie V;20000000;32015787;78613981
3/12/2010;She's Out of My League;20000000;32010860;48680977
11/26/2008;Milk;20000000;31841299;57293371
10/15/1969;Paint Your Wagon;20000000;31678778;31678778
8/31/2011;The Debt;20000000;31177548;46604054
10/25/2002;Ghost Ship;20000000;30113491;68349884
1/8/2010;Daybreakers;20000000;30101577;51445503
3/7/2008;The Bank Job;20000000;30060660;66143005
3/20/1998;Wild Things;20000000;29795299;55576699
10/16/2009;The Stepfather;20000000;29062561;29227561
3/31/2000;High Fidelity;20000000;27277055;47881663
4/28/2006;Stick It;20000000;26910736;30399714
1/4/2008;One Missed Call;20000000;26890041;44513466
1/12/1996;Eye for an Eye;20000000;26792700;26792700
4/11/2008;Street Kings;20000000;26415649;65454793
8/23/2013;The World's End;20000000;26004851;47508505
1/19/1996;From Dusk Till Dawn;20000000;25728961;25732986
9/24/2010;You Again;20000000;25702053;32838945
6/15/2007;Nancy Drew;20000000;25584685;30703845
9/17/2010;Alpha and Omega 3D;20000000;25107267;48958353
2/14/2014;Endless Love;20000000;23438250;34718173
9/8/2006;The Covenant;20000000;23364784;38164784
7/1/2011;Monte Carlo;20000000;23186769;39686769
3/24/2006;Stay Alive;20000000;23086480;23187506
10/7/2005;2 For the Money;20000000;22991379;30491379
6/16/2017;Rough Night;20000000;22092592;46776438
12/4/1998;Psycho;20000000;21541218;37226218
10/19/1990;Quigley Down Under;20000000;21413105;21413105
9/27/1995;To Die For;20000000;21284514;27688744
8/21/2009;Shorts;20000000;20919166;29870801
10/30/1998;Vampires;20000000;20268825;20268825
9/19/2008;Appaloosa;20000000;20211394;27911453
11/20/2015;Secret in Their Eyes;20000000;20180155;30808558
8/13/2004;Yu-Gi-Oh;20000000;19762690;28762690
3/23/2007;Reign Over Me;20000000;19661987;20081987
9/19/2008;My Best Friend's Girl;20000000;19219250;34787111
5/11/2007;Georgia Rule;20000000;18882880;20819601
7/31/1981;Under the Rainbow;20000000;18826490;18826490
4/12/1985;Ladyhawke;20000000;18400000;18400000
9/21/2007;Into the Wild;20000000;18354356;56822960
9/11/1998;Simon Birch;20000000;18253415;18310591
2/11/2005;Pooh's Heffalump Movie;20000000;18098433;55686944
9/29/2006;School for Scoundrels;20000000;17807569;17807569
10/26/2012;Silent Hill: Revelation 3D;20000000;17530219;55975672
11/3/1995;Home for the Holidays;20000000;17468887;22119269
2/20/2009;Fired Up;20000000;17231291;18608570
4/8/2005;Kung Fu Hustle;20000000;17104669;102034104
7/26/2002;The Country Bears;20000000;16988996;16988996
9/29/2017;Flatliners;20000000;16715404;30029777
11/21/2003;21 Grams;20000000;16248701;59667625
12/4/2009;Armored;20000000;15988876;23661038
12/14/2007;The Kite Runner;20000000;15800078;74180745
9/3/2004;Paparazzi;20000000;15712072;16612072
1/17/2003;A Guy Thing;20000000;15543862;17430594
2/15/1965;The Greatest Story Ever Told;20000000;15473333;15473333
7/21/2000;Loser;20000000;15464026;18250106
3/6/1998;Twilight;20000000;15055091;15055091
9/23/2009;Capitalism: A Love Story;20000000;14363397;19121531
4/13/2012;Lockout;20000000;14326865;33943049
8/29/2008;Disaster Movie;20000000;14190901;36720752
9/30/2011;What's Your Number?;20000000;14011084;30163785
11/14/1997;The Man Who Knew Too Little;20000000;13801755;13801755
4/17/2009;Crank 2: High Voltage;20000000;13684249;35472739
10/30/2015;Burnt;20000000;13651946;32632668
4/30/2004;Envy;20000000;13548322;14566246
10/13/2006;One Night with the King;20000000;13395961;13725032
10/21/1994;Bullets Over Broadway;20000000;13383747;13383747
9/19/2008;Ghost Town;20000000;13252641;29843245
11/22/2002;The Quiet American;20000000;12987647;26348203
2/26/2016;Triple 9;20000000;12639297;25943792
9/2/2016;The Light Between Oceans;20000000;12545979;19450780
10/28/2005;The Weather Man;20000000;12482775;15466961
8/23/2002;Undisputed;20000000;12398628;12398628
3/27/2009;12 Rounds;20000000;12234694;17306648
10/1/2010;Let Me In;20000000;12134935;28270399
5/6/1994;3 Ninjas Kick Back;20000000;11744960;11744960
2/22/2008;Be Kind Rewind;20000000;11175164;30894247
12/9/2005;Mrs. Henderson Presents;20000000;11036366;27836366
12/12/1997;Deconstructing Harry;20000000;10686841;10686841
10/22/1999;Three to Tango;20000000;10570375;10570375
12/15/1989;We're No Angels;20000000;10555348;10555348
12/6/1996;Everyone Says I Love You;20000000;9725847;34600000
8/31/2007;Death Sentence;20000000;9534258;16907831
6/3/2016;Popstar: Never Stop Never Stopping;20000000;9496130;9537120
12/4/2009;Everybody's Fine;20000000;9208876;9208876
8/27/2004;Super Babies: Baby Geniuses 2;20000000;9109322;9355369
9/20/2013;Battle of the Year;20000000;8888355;16723377
4/29/2016;Ratchet and Clank;20000000;8813410;11813410
8/17/2007;Death at a Funeral;20000000;8580428;46790428
9/9/2005;The Man;20000000;8330720;10393696
1/5/2007;Code Name: The Cleaner;20000000;8135024;8135024
12/12/2014;Inherent Vice;20000000;8110975;14772346
4/16/2004;Connie & Carla;20000000;8047525;8047525
10/11/2013;Machete Kills;20000000;8008161;18273009
1/1/1969;Sweet Charity;20000000;8000000;8000000
2/24/2006;Doogal;20000000;7578946;28058652
9/16/2005;Proof;20000000;7535331;8284331
10/27/2017;Thank You for Your Service;20000000;7355730;7355730
10/3/2008;An American Carol;20000000;7013191;7022183
3/14/2003;Willard;20000000;6882696;6882696
2/1/2008;Strange Wilderness;20000000;6575282;6947084
4/24/2015;Little Boy;20000000;6485961;17684355
12/17/1999;Topsy Turvy;20000000;6201757;6201757
10/26/2012;Chasing Mavericks;20000000;6002756;8300821
12/31/2014;A Most Violent Year;20000000;5749134;6071433
11/23/2011;A Dangerous Method;20000000;5702083;14807531
7/7/2006;A Scanner Darkly;20000000;5501616;7405084
8/14/2009;Bandslam;20000000;5210988;12967829
1/28/2005;Alone in the Dark;20000000;5178569;8178569
10/29/2004;Birth;20000000;5005899;14603001
8/26/2016;Hands of Stone;20000000;4712792;5032013
10/24/2008;Passchendaele;20000000;4452423;4453327
10/3/2008;Flash of Genius;20000000;4442377;4504111
11/21/2007;I'm Not There;20000000;4017609;12397613
9/7/2012;The Cold Light of Day;20000000;3763583;25361206
5/15/2009;The Brothers Bloom;20000000;3531756;5531756
10/24/2008;Synecdoche- New York;20000000;3083538;4383538
10/29/1999;Mononoke-hime;20000000;2374107;150350000
3/19/2004;Bon Voyage;20000000;2353728;8361736
11/13/2015;My All-American;20000000;2246000;2246000
6/20/1980;Can't Stop the Music;20000000;2000000;2000000
5/5/2006;The Proposition;20000000;1903434;5313608
8/22/2003;Marci X;20000000;1646664;1646664
12/6/2002;Equilibrium;20000000;1190018;5345869
4/29/2011;Dylan Dog: Dead of Night;20000000;1186538;6093725
8/29/2012;The Oogieloves in the BIG Balloon Adventure;20000000;1065907;1065907
5/23/2008;The Children of Huang Shi;20000000;1031872;8221700
10/20/2000;The Yards;20000000;882710;2282710
4/28/2017;Jìyì dàsh?;20000000;587470;43326383
12/3/2010;All Good Things;20000000;582024;873617
11/13/2015;By the Sea;20000000;538460;3727746
3/18/2005;Steamboy;20000000;468867;10468867
4/22/2005;The Game of Their Lives;20000000;375474;375474
9/11/1994;Rapa Nui;20000000;305070;305070
12/10/2010;The Tempest;20000000;277943;277943
3/7/2008;???? (CJ7);20000000;206678;47300771
9/18/2009;The Burning Plain;20000000;200730;1167092
3/27/1998;Couloirs du temps: Les visiteurs 2- Les;20000000;146072;26146072
4/25/2003;People I Know;20000000;121972;5694213
10/30/2015;Regression;20000000;55039;14883495
12/31/2008;Koltchak;20000000;0;38585047
12/31/2012;Zambezia;20000000;0;34454631
4/13/2010;Three Kingdoms: Resurrection of the Dragon;20000000;0;22139590
3/31/2004;The Touch;20000000;0;5918742
5/29/2015;Survivor;20000000;0;774905
11/18/2016;The History of Love;20000000;0;93690
12/25/2007;Butterfly on a Wheel;20000000;0;0
12/31/2007;Ramanujan;20000000;0;0
12/31/2020;Story of Bonnie and Clyde- The;20000000;0;0
8/29/2014;Dwegons and Leprechauns;20000000;0;0
7/22/2016;Fight Valley;20000000;0;0
12/31/2017;The Thousand Miles;20000000;0;0
8/21/2009;Der Baader Meinhof Komplex;19700000;476270;16498827
11/23/2012;De rouille et d’os;19500000;2061449;29393634
12/20/2006;The Painted Veil;19400000;8060487;15118795
8/23/2013;The Frozen Ground;19200000;0;5617460
7/29/2011;The Devil's Double;19100000;1361512;2406666
7/3/1985;Back to the Future;19000000;212259762;385524862
11/9/1990;Dances with Wolves;19000000;184208842;424200000
7/7/2000;Scary Movie;19000000;157019771;277200000
6/24/2011;Bad Teacher;19000000;100292856;215448997
8/12/2016;Sausage Party;19000000;97670358;141354394
9/15/1989;Sea of Love;19000000;58571513;58571513
1/10/2003;Just Married;19000000;56127162;101564935
9/11/2009;I Can Do Bad All By Myself;19000000;51733921;51733921
7/16/2004;A Cinderella Story;19000000;51438175;70164105
5/23/1980;The Shining;19000000;44017374;44391156
10/26/2001;Thirteen Ghosts;19000000;41867960;68467960
10/29/1999;House on Haunted Hill;19000000;40846082;65090541
2/26/2010;The Crazies;19000000;39123589;56445534
1/16/2009;Notorious;19000000;36843682;45005151
8/20/2010;The Switch;19000000;27758465;49858465
1/8/2010;Leap Year;19000000;25918920;32618920
11/8/2013;The Book Thief;19000000;21488481;76086711
10/19/2007;Gone- Baby- Gone;19000000;20300218;34352162
7/26/2000;Thomas and the Magic Railroad;19000000;15911332;15911332
11/8/1962;Mutiny on The Bounty;19000000;13680000;13680000
9/20/2002;Sen to Chihiro no Kamikakushi;19000000;10049886;274949886
10/17/2008;Sex Drive;19000000;8402485;10412485
1/9/1998;Firestorm;19000000;8123860;8123860
3/4/2011;Take Me Home Tonight;19000000;6928068;7576604
9/28/2012;Won't Back Down;19000000;5310554;5745503
1/1/1964;The Fall of the Roman Empire;19000000;4750000;4750000
11/24/1993;The Nutcracker;19000000;2119994;2119994
8/16/1996;Kansas City;19000000;1353824;1353824
12/31/2013;Out of Inferno;19000000;0;0
6/24/2005;George A. Romero's Land of the Dead;18975000;20700082;47751015
12/15/2006;Indigènes;18900000;320700;26063572
4/15/2005;The Amityville Horror;18500000;65233369;109175673
12/6/2002;Adaptation;18500000;22498520;32531759
10/2/2009;The Invention of Lying;18500000;18451251;32679264
5/22/1998;Fear and Loathing in Las Vegas;18500000;10680275;13711903
7/4/2008;Ne le dis à personne;18500000;6198883;33954018
2/2/2001;Left Behind;18500000;4221341;4221341
5/9/2014;Neighbors;18000000;150086800;270944428
11/3/2006;Borat;18000000;128505958;261443242
7/29/1994;The Mask;18000000;119920129;351620129
6/3/1988;Big;18000000;114968774;151668774
7/13/2001;Legally Blonde;18000000;96493426;141809235
4/30/2004;Mean Girls;18000000;86047227;130953026
6/1/1984;Star Trek III: The Search for Spock;18000000;76471046;87000000
9/9/2005;The Exorcism of Emily Rose;18000000;75072454;144529078
12/10/1999;Deuce Bigalow: Male Gigolo;18000000;65535067;92935067
2/6/2004;Barbershop 2: Back in Business;18000000;65070412;65842412
12/16/2005;The Family Stone;18000000;60062868;92357499
11/26/2003;Bad Santa;18000000;60060328;77147031
6/12/1987;Predator;18000000;59735548;98267558
3/25/2016;My Big Fat Greek Wedding 2;18000000;59689605;91651878
9/11/2015;The Perfect Guy;18000000;57017904;60264805
5/2/1997;Austin Powers: International Man of Mystery;18000000;53883989;67683989
3/25/2011;Diary of a Wimpy Kid: Rodrick Rules;18000000;52698535;73695194
9/19/1984;Amadeus;18000000;51973029;51973029
4/11/2008;Prom Night;18000000;43869350;57193655
4/8/2011;Soul Surfer;18000000;43853424;47158652
9/26/2003;Under the Tuscan Sun;18000000;43601508;57490024
10/17/2014;Birdman or (The Unexpected Virtue of Ignorance);18000000;42340598;103215094
10/10/1986;Peggy Sue Got Married;18000000;41382841;41382841
12/26/2001;Gosford Park;18000000;41300105;41300105
1/11/2002;Orange County;18000000;41059716;43308707
7/26/2013;Blue Jasmine;18000000;33404871;102912961
4/28/2006;United 93;18000000;31567134;77635035
12/5/2003;Honey;18000000;30272254;62646763
10/14/2005;The Fog;18000000;29511112;37048526
5/24/1996;Spy Hard;18000000;26936265;26936265
8/7/2015;Ricki and the Flash;18000000;26822144;41148679
12/13/1989;Glory;18000000;26593580;26593580
6/29/1984;Conan the Destroyer;18000000;26400000;26400000
11/13/2015;Love the Coopers;18000000;26302731;42167286
6/24/1970;Catch-22;18000000;24911670;24911670
4/10/2009;Observe and Report;18000000;24007324;27148898
11/14/1980;Raging Bull;18000000;23380203;23380203
9/18/2009;Love Happens;18000000;22965110;36133014
9/25/2009;Fame;18000000;22455510;80227619
4/28/2017;The Circle;18000000;20497844;33907844
12/4/1985;Young Sherlock Holmes;18000000;19739000;19739000
11/5/2010;127 Hours;18000000;18335230;60217171
5/19/2000;Small Time Crooks;18000000;17266359;29934477
5/12/2000;Center Stage;18000000;17200925;21361109
1/15/2016;Norm of the North;18000000;17062499;27392195
2/6/2004;Catch That Kid;18000000;16703799;16959614
8/16/2013;Jobs;18000000;16131410;43402515
10/26/2001;Life as a House;18000000;15652637;23889158
1/8/2010;Youth in Revolt;18000000;15285588;19685588
7/25/2014;And So It Goes;18000000;15160801;17762041
7/10/2009;I Love You- Beth Cooper;18000000;14800725;16382538
7/24/1981;Blow Out;18000000;13747234;13747234
3/30/2001;Tailor of Panama;18000000;13491653;27491653
5/22/1981;The Legend of the Lone Ranger;18000000;13400000;13400000
1/31/2014;Labor Day;18000000;13371528;14189810
8/30/2013;Getaway;18000000;10501938;11813989
9/26/1997;The Ice Storm;18000000;8038061;16011975
10/15/2004;Being Julia;18000000;7739049;14488705
3/22/1989;Troop Beverly Hills;18000000;7190505;7190505
2/21/1986;Nine 1/2 Weeks;18000000;6734844;6734844
1/15/2010;The Last Station;18000000;6617867;15696146
6/26/1981;Dragonslayer;18000000;6000000;6000000
9/30/1994;Ed Wood;18000000;5828466;5828466
6/6/2008;Mongol;18000000;5705761;27147349
10/8/2008;RocknRolla;18000000;5700626;27794339
6/25/1982;Megaforce;18000000;5675599;5675599
8/20/2010;Mao's Last Dancer;18000000;4806750;25941437
12/25/1996;Hamlet;18000000;4501094;7129670
4/11/2014;The Railway Man;18000000;4438438;23910210
12/29/1995;Restoration;18000000;4100000;4100000
3/18/2016;Midnight Special;18000000;3712282;7680250
11/25/2016;Miss Sloane;18000000;3500605;5911870
9/27/2013;Metallica Through the Never;18000000;3419967;9082906
9/19/2003;Anything Else;18000000;3203044;13203044
2/23/1996;Unforgettable;18000000;2483790;2483790
3/17/2017;T2: Trainspotting;18000000;2395410;42067430
12/30/2009;Das Weisse Band: Eine deutsche Kindergeschichte;18000000;2222862;25727044
4/25/1986;8 Million Ways to Die;18000000;1305114;1305114
3/1/2013;Phantom;18000000;1034589;1199510
4/26/2002;The Salton Sea;18000000;676698;676698
4/24/2009;The Informers;18000000;315000;315000
9/24/1999;One Man's Hero;18000000;229311;229311
10/15/2010;Carlos;18000000;145526;157002
9/22/2006;Renaissance;18000000;70644;2401413
12/31/2008;I Come with the Rain;18000000;0;627422
4/15/2016;I Am Wrath;18000000;0;309608
4/8/2008;Day of the Dead;18000000;0;0
11/17/2017;The Star;18000000;0;0
8/22/2014;The Prince;18000000;0;0
11/14/2014;Wolves;18000000;0;0
2/19/2016;Forsaken;18000000;0;0
6/28/1985;Red Sonja;17900000;6905861;6905861
7/13/2012;Red Lights;17700000;49521;14518884
8/17/2007;Superbad;17500000;121463226;169955142
2/20/2009;Madea Goes To Jail;17500000;90508336;90508336
2/14/2008;Step Up 2 the Streets;17500000;58017783;148586910
1/13/2006;Hoodwinked;17500000;51386611;109843390
11/21/2007;Hitman;17500000;39687694;99135571
12/22/2004;Hotel Rwanda;17500000;23519128;36521223
8/25/2006;Beerfest;17500000;19185184;20159316
11/27/2013;Black Nativity;17500000;7018188;7285135
4/25/2003;City of Ghosts;17500000;325491;325491
12/31/2007;Taxi 4;17500000;0;60865364
8/10/2001;The Others;17000000;96522687;207765056
7/18/1986;Aliens;17000000;85160248;183316455
8/13/2014;Let’s Be Cops;17000000;82390774;136890774
10/17/1997;I Know What You Did Last Summer;17000000;72250091;125250091
10/22/1964;My Fair Lady;17000000;72000000;72070955
10/22/2004;Sideways;17000000;71502303;109793192
11/15/2013;The Best Man Holiday;17000000;70525195;72835710
2/13/2009;Friday the 13th;17000000;65002019;92670237
9/28/2012;Pitch Perfect;17000000;65001093;116044347
8/5/1998;Halloween: H2O;17000000;55041738;55041738
4/5/2013;Evil Dead;17000000;54239856;97778356
8/27/2004;Jet Li's Hero;17000000;53652140;177535958
10/29/2010;Saw 3D;17000000;45710178;133735284
2/20/2015;McFarland- USA;17000000;44480275;45707924
11/11/2016;Almost Christmas;17000000;42065185;42493506
3/10/2006;The Hills Have Eyes;17000000;41778863;70355813
3/1/2002;40 Days and 40 Nights;17000000;37939782;95092667
10/10/2003;Good Boy!;17000000;37667746;45312217
1/26/2007;Smokin' Aces;17000000;35662731;57263440
10/2/1998;A Night at the Roxbury;17000000;30331165;30331165
3/4/2011;Beastly;17000000;27865571;38028230
3/5/2010;Brooklyn's Finest;17000000;27163593;39233233
7/9/1982;Tron;17000000;26918576;26918576
8/20/2010;Lottery Ticket;17000000;24719879;24719879
9/5/2003;Dickie Roberts: Former Child Star;17000000;22734486;23734486
3/31/2006;ATL;17000000;21170563;21170563
8/24/2001;Summer Catch;17000000;19693891;19693891
12/11/1998;A Simple Plan;17000000;16316273;16316273
3/24/2006;Larry the Cable Guy: Health Inspector;17000000;15680099;15680099
11/27/2002;Wes Craven Presents: They;17000000;12840842;16140842
10/1/1999;The Adventures of Elmo in Grouchland;17000000;11634458;11634458
7/24/1987;Superman IV: The Quest for Peace;17000000;11227824;11227824
1/1/1963;55 Days at Peking;17000000;10000000;10000000
6/5/2009;My Life in Ruins;17000000;8665206;20465206
4/21/2006;American Dreamz;17000000;7314027;16510971
1/25/2008;How She Move;17000000;7070641;8607815
2/24/2006;Running Scared;17000000;6855137;9729088
8/24/2012;The Apparition;17000000;4936819;10637281
4/30/2004;Bobby Jones: Stroke of Genius;17000000;2694071;2694071
8/29/1986;Shanghai Surprise;17000000;2315000;2315000
12/25/2010;L'illusionniste;17000000;2231474;8609949
1/1/1981;Roar;17000000;2110050;2110050
10/17/2003;Veronica Guerin;17000000;1569918;9438074
6/10/2016;Genius;17000000;1361045;5653176
11/14/2007;Southland Tales;17000000;275380;364607
6/26/2015;Escobar: Paradise Lost;17000000;195792;1973945
9/26/2017;Mune- le gardien de la lune;17000000;0;14534046
6/23/2009;Chasseurs de dragons;17000000;0;13446115
10/21/1977;Damnation Alley;17000000;0;0
3/11/2016;The Young Messiah;16800000;6469813;7313697
11/10/2006;FUR: An Imaginary Portrait of Diane Arbus;16800000;223202;2281089
11/27/1991;My Girl;16500000;58011485;58011485
12/11/1987;Wall Street;16500000;43848100;43848100
12/11/1995;Sense and Sensibility;16500000;42993774;134993774
8/18/2006;The Illusionist;16500000;39868642;83792062
8/3/2007;Becoming Jane;16500000;18663911;39380876
12/19/2003;House of Sand and Fog;16500000;13005485;16157923
9/21/2007;Sydney White;16500000;11892415;13636339
12/31/2007;Arn - Tempelriddaren;16500000;0;21404122
6/2/1989;Dead Poets Society;16400000;95860116;239500000
12/16/1994;Dumb & Dumber;16000000;127175374;246400000
7/14/1989;When Harry Met Sally…;16000000;92823546;92961960
5/19/2000;Road Trip;16000000;68525609;119739110
12/8/1982;The Verdict;16000000;53977250;53977250
1/15/1999;Varsity Blues;16000000;52894169;54294169
5/25/2012;Moonrise Kingdom;16000000;45512466;68582095
11/25/2011;The Artist;16000000;44667095;128256712
1/9/2009;The Unborn;16000000;42670410;78208812
8/2/2002;The Master of Disguise;16000000;40363530;40363530
10/6/2006;The Texas Chainsaw Massacre: The Beginning;16000000;39517763;50517763
12/29/2006;El Laberinto del Fauno;16000000;37634615;87041569
2/4/2011;The Roommate;16000000;37300107;52545707
2/2/2007;The Messengers;16000000;35374833;53774833
3/2/2001;See Spot Run;16000000;33357476;43057552
8/9/1991;Double Impact;16000000;29090445;29090445
6/27/2001;Baby Boy;16000000;28734552;28734552
4/11/2001;Joe Dirt;16000000;27087695;30987695
9/12/2008;The Women;16000000;26902075;50103808
4/20/2007;Hot Fuzz;16000000;23618786;81742618
8/15/2008;Vicky Cristina Barcelona;16000000;23216709;104504817
6/16/2000;Boys and Girls;16000000;21799652;21799652
11/18/1994;Léon;16000000;19284974;45284974
3/12/2010;Remember Me;16000000;19068240;56506120
10/11/2002;White Oleander;16000000;16357770;21657770
9/18/2009;Jennifer's Body;16000000;16204793;31943401
3/3/2000;Drowning Mona;16000000;15427192;15980376
1/30/1987;Radio Days;16000000;14792779;14792779
7/18/2003;How to Deal;16000000;14108518;14108518
10/3/2014;Left Behind;16000000;14019924;20769209
5/28/2004;Soul Plane;16000000;13922211;14553807
12/9/1988;My Stepmother Is an Alien;16000000;13854000;13854000
6/29/2012;People Like Us;16000000;12431792;12519804
5/28/1999;The Thirteenth Floor;16000000;11810854;11810854
9/3/2004;The Cookout;16000000;11540112;11540112
10/19/1979;Meteor;16000000;8400000;8400000
3/7/1986;Highlander;16000000;5900000;12900000
11/18/2016;Bleed for This;16000000;5083906;6248077
5/3/2002;Hollywood Ending;16000000;4839383;14839383
9/15/2000;Duets;16000000;4734235;6615452
8/13/1999;Detroit Rock City;16000000;4217115;5825314
10/19/2007;Things We Lost in the Fire;16000000;3287315;8120148
11/14/2014;The Homesman;16000000;2429989;3442853
4/5/2013;Trance;16000000;2322593;22594052
5/16/2014;The Immigrant;16000000;2013456;7585011
8/15/1997;Steel;16000000;1686429;1686429
12/21/2005;The White Countess;16000000;1669971;2814566
7/25/2008;Bienvenue chez les Ch'tis;16000000;1477650;247474497
10/1/2014;Men- Women and Children;16000000;705908;1705908
9/24/2010;Enter the Void;16000000;337997;1467278
12/31/2008;Good;16000000;31631;31631
11/2/2012;Vamps;16000000;3361;94812
5/11/2010;Haeundae;16000000;0;64733391
3/9/2010;Hachiko: A Dog's Story;16000000;0;47707417
12/31/2013;Zulu;16000000;0;1844228
6/21/2002;Juwanna Mann;15600000;13571817;13771817
6/8/2007;La Môme;15500000;10299782;88611837
11/15/2002;Ararat;15500000;1693000;1693000
4/13/2007;Slow Burn;15500000;1237615;1237615
4/22/2005;Madison;15500000;517262;517262
2/26/2010;The Yellow Handkerchief;15500000;318623;318623
9/27/2002;Wasabi;15300000;81525;7000000
3/31/2006;Slither;15250000;7802450;12930343
11/16/1990;Home Alone;15000000;285761243;476684675
12/5/1984;Beverly Hills Cop;15000000;234760478;316300000
5/16/1986;Top Gun;15000000;179800601;356800601
12/17/1982;Tootsie;15000000;177200000;177200000
11/25/1987;3 Men and a Baby;15000000;167780960;167780960
11/26/2010;The King’s Speech;15000000;138797449;430821168
9/15/1999;American Beauty;15000000;130058047;356258047
12/8/2000;Crouching Tiger- Hidden Dragon;15000000;128067808;213514672
12/9/1988;Twins;15000000;111936388;216600000
12/20/1996;Scream;15000000;103046663;173046663
8/11/2017;Annabelle: Creation;15000000;102092201;301636590
10/25/2013;Jackass Presents: Bad Grandpa;15000000;102003019;160903019
6/28/1978;Heaven Can Wait;15000000;98800000;98800000
12/18/1985;The Color Purple;15000000;93589701;93589701
11/28/2014;The Imitation Game;15000000;91125143;227773686
3/30/1988;Beetlejuice;15000000;73326666;73326666
11/18/1959;Ben-Hur;15000000;73000000;73000000
1/18/2013;Mama;15000000;71628180;148095566
10/10/1980;Private Benjamin;15000000;69847348;69847348
3/7/1980;Coal Miner's Daughter;15000000;67182787;67182787
3/6/1987;Lethal Weapon;15000000;65192350;120192350
3/19/2010;Diary of a Wimpy Kid;15000000;64003625;76954311
7/29/1983;National Lampoon’s Vacation;15000000;61400000;61400000
8/31/2007;Halloween;15000000;58269151;77514401
9/30/2006;The Queen;15000000;56441711;128885873
10/12/2007;Why Did I Get Married?;15000000;55204525;55934178
2/3/2012;The Woman in Black;15000000;54333290;128955898
12/21/1994;Little Women;15000000;50003303;50003303
1/1/1979;The Deer Hunter;15000000;50000000;50000000
2/3/2006;When a Stranger Calls;15000000;47860214;67215435
2/8/2002;Big Fat Liar;15000000;47811275;52461017
8/15/1997;Cop Land;15000000;44906632;63706632
12/25/1997;Wag the Dog;15000000;43057470;64252038
2/22/2013;Snitch;15000000;42930462;57907734
5/2/2003;The Lizzie McGuire Movie;15000000;42734455;55534455
12/4/2015;Krampus;15000000;42725475;61788393
9/21/2012;End of Watch;15000000;41003371;57586606
12/25/1998;The Faculty;15000000;40283321;40283321
6/9/1993;What's Love Got to Do With It;15000000;39100956;39100956
12/14/2001;Not Another Teen Movie;15000000;37882551;62401343
12/3/2014;Wild;15000000;37880356;52501541
12/16/1962;Lawrence of Arabia;15000000;37495385;69995385
11/7/2014;The Theory of Everything;15000000;35893537;123327692
9/16/2011;Drive;15000000;35060689;78054825
3/31/2000;The Skulls;15000000;35007180;35007180
10/10/1966;Hawaii;15000000;34562222;34562222
4/18/2003;Malibu's Most Wanted;15000000;34308901;34499204
9/4/2009;All About Steve;15000000;33862903;40127259
4/28/2000;Where the Heart Is;15000000;33771174;40862054
8/28/2009;Halloween 2;15000000;33392973;38512850
3/13/2009;The Last House on the Left;15000000;32752215;46526243
2/18/2005;Because of Winn-Dixie;15000000;32647042;33508485
2/4/2005;The Wedding Date;15000000;31726995;47175038
9/25/1987;The Princess Bride;15000000;30857000;30858487
7/12/2002;Halloween: Resurrection;15000000;30259652;37659652
12/25/2007;The Great Debaters;15000000;30226144;30261293
8/22/2014;When the Game Stands Tall;15000000;30127963;30138912
6/12/1981;Clash of the Titans;15000000;30000000;44400000
2/20/2004;Confessions of a Teenage Drama Queen;15000000;29331068;33118854
4/17/1998;The Object of my Affection;15000000;29145924;29145924
5/11/2007;28 Weeks Later;15000000;28638916;64232714
